year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2007,07,South Dakota,757,2240,2996,1007,3651,4658
2007,07,Tennessee,9637,7836,17474,11234,11830,23064
2007,07,Texas,20268,22790,43057,24186,33290,57476
2007,07,United States,246718,331135,577853,287360,476079,763439
2007,07,Utah,2206,3322,5528,2772,5278,8050
2007,07,Vermont,603,820,1422,670,1223,1893
2007,07,Virgin Islands,25,4,30,,,
2007,07,Virginia,9194,8588,17782,9980,11744,21725
2007,07,Washington,6586,6852,13438,7835,9322,17157
2007,07,West Virginia,2905,4220,7125,3584,6816,10400
2007,07,Wisconsin,3002,6999,10001,3849,12571,16420
2007,07,Wyoming,928,1641,2570,1140,2236,3376
2007,08,Alabama,8266,9168,17435,9221,11007,20228
2007,08,Alaska,1761,3097,4858,1785,2566,4351
2007,08,Arizona,6470,7316,13786,7335,7201,14535
2007,08,Arkansas,3556,6339,9896,4228,7804,12032
2007,08,California,23234,25267,48501,25548,25716,51264
2007,08,Colorado,9528,12570,22098,9972,12661,22633
2007,08,Connecticut,2541,2421,4962,2964,2884,5849
2007,08,Delaware,557,752,1309,635,878,1513
2007,08,District of Columbia,1,0,1,1,,1
2007,08,Florida,22038,15022,37060,23585,17293,40878
2007,08,Georgia,7499,9703,17202,8382,12248,20630
2007,08,Guam,11,31,42,12,29,41
2007,08,Hawaii,0,0,0,,,
2007,08,Idaho,1889,4302,6191,2068,4569,6637
2007,08,Illinois,6080,9417,15497,6967,9866,16833
2007,08,Indiana,6818,9576,16393,7629,10684,18313
2007,08,Iowa,22,3105,3127,28,4077,4105
2007,08,Kansas,3708,5724,9432,4182,6136,10318
2007,08,Kentucky,6907,9391,16298,8166,11083,19249
2007,08,Louisiana,6850,10312,17162,7519,10907,18426
2007,08,Maine,1394,3015,4409,1484,3255,4738
2007,08,Mariana Islands,0,0,0,,,
2007,08,Maryland,1924,3847,5771,2055,4398,6453
2007,08,Massachusetts,2043,1544,3587,2143,1693,3836
2007,08,Michigan,2182,12115,14298,2455,13477,15932
2007,08,Minnesota,4302,13529,17831,4673,12814,17487
2007,08,Mississippi,4225,8067,12292,4602,9188,13790
2007,08,Missouri,7713,13312,21025,8481,14413,22894
2007,08,Montana,2093,4905,6998,2031,4980,7011
2007,08,Nebraska,6,2688,2694,9,2980,2988
2007,08,Nevada,2968,2512,5480,2991,2606,5597
2007,08,New Hampshire,1507,2196,3703,1698,2424,4122
2007,08,New Jersey,1598,1643,3242,1760,1888,3648
2007,08,New Mexico,3185,3827,7011,3277,4095,7372
2007,08,New York,3554,10592,14146,3952,12711,16663
2007,08,North Carolina,332,11867,12199,392,13325,13717
2007,08,North Dakota,552,2696,3248,638,2756,3394
2007,08,Ohio,9982,13489,23472,12452,16243,28695
2007,08,Oklahoma,6185,8589,14774,6862,9100,15961
2007,08,Oregon,5311,8408,13719,5974,9883,15857
2007,08,Pennsylvania,113,51707,51820,123,58914,59036
2007,08,Puerto Rico,658,251,909,626,209,835
2007,08,Rhode Island,437,469,905,501,554,1056
2007,08,South Carolina,4296,5671,9966,5199,5983,11182
2007,08,South Dakota,972,3744,4717,1099,4010,5109
2007,08,Tennessee,10062,11409,21471,11226,12222,23447
2007,08,Texas,21994,37753,59748,24904,35431,60335
2007,08,United States,249282,428541,677823,281128,466509,747637
2007,08,Utah,2435,4743,7179,3007,5901,8907
2007,08,Vermont,612,1040,1651,671,1272,1943
2007,08,Virgin Islands,32,6,37,,,
2007,08,Virginia,13710,10449,24159,16160,12182,28341
2007,08,Washington,7165,9164,16330,7966,9762,17728
2007,08,West Virginia,3263,5540,8802,3762,6802,10565
2007,08,Wisconsin,3667,11921,15588,4182,13139,17321
2007,08,Wyoming,1072,2320,3392,1179,2395,3574
2007,09,Alabama,7330,11154,18484,8706,11158,19864
2007,09,Alaska,1356,2552,3908,1644,2377,4022
2007,09,Arizona,6295,6636,12932,6900,6628,13528
2007,09,Arkansas,3220,8097,11317,3784,7468,11252
2007,09,California,16094,17215,33309,18391,18040,36431
2007,09,Colorado,8520,12442,20962,9540,12331,21871
2007,09,Connecticut,2250,2422,4672,2763,2601,5364
2007,09,Delaware,551,799,1350,622,811,1433
2007,09,District of Columbia,1,0,1,3,,3
2007,09,Florida,20030,15366,35396,22640,16821,39462
2007,09,Georgia,6509,9792,16301,7998,10836,18834
2007,09,Guam,10,22,32,11,26,37
2007,09,Hawaii,0,0,0,,,
2007,09,Idaho,1987,5462,7448,2059,4514,6572
2007,09,Illinois,5396,8643,14038,6264,8968,15232
2007,09,Indiana,5765,9242,15007,7149,10134,17284
2007,09,Iowa,18,4056,4073,24,3929,3953
2007,09,Kansas,3376,6069,9445,3980,6026,10006
2007,09,Kentucky,6351,9862,16213,7511,10456,17967
2007,09,Louisiana,6400,11331,17731,6545,9237,15782
2007,09,Maine,1637,4588,6225,1530,3271,4801
2007,09,Mariana Islands,0,0,0,,,
2007,09,Maryland,1784,4032,5816,2099,4027,6125
2007,09,Massachusetts,1742,1607,3350,1996,1617,3613
2007,09,Michigan,1915,16105,18020,2262,13273,15535
2007,09,Minnesota,4074,18750,22824,4344,11483,15827
2007,09,Mississippi,3491,8049,11540,4299,8870,13169
2007,09,Missouri,11950,13355,25306,13412,13719,27131
2007,09,Montana,1987,6304,8291,2009,5275,7284
2007,09,Nebraska,0,3098,3098,7,2782,2789
2007,09,Nevada,2427,2501,4928,2852,2687,5538
2007,09,New Hampshire,1727,2991,4718,1729,2510,4239
2007,09,New Jersey,1393,1736,3128,1563,1836,3399
2007,09,New Mexico,2879,3952,6831,3214,4026,7240
2007,09,New York,3337,15403,18741,3627,12341,15968
2007,09,North Carolina,301,12260,12561,364,12868,13232
2007,09,North Dakota,582,4127,4709,642,2946,3588
2007,09,Ohio,9842,16315,26157,11888,17842,29729
2007,09,Oklahoma,5259,8082,13341,6471,8738,15209
2007,09,Oregon,5530,11372,16902,5895,9609,15504
2007,09,Pennsylvania,128,50210,50337,171,50760,50931
2007,09,Puerto Rico,631,163,794,603,114,718
2007,09,Rhode Island,431,513,944,489,505,994
2007,09,South Carolina,4107,5831,9938,5011,5735,10747
2007,09,South Dakota,1001,5304,6305,1073,4052,5125
2007,09,Tennessee,9380,10742,20121,11077,11544,22621
2007,09,Texas,20050,38625,58675,23964,32694,56658
2007,09,United States,229702,462067,691769,264668,447653,712322
2007,09,Utah,2466,5738,8204,2864,5277,8140
2007,09,Vermont,650,1577,2228,662,1227,1889
2007,09,Virgin Islands,18,2,20,,,
2007,09,Virginia,13155,11652,24807,15652,11783,27435
2007,09,Washington,6593,10446,17039,7738,9737,17475
2007,09,West Virginia,2968,6851,9819,3410,6716,10126
2007,09,Wisconsin,3798,15844,19643,3950,12458,16407
2007,09,Wyoming,1011,2783,3794,1078,2378,3456
2007,10,Alabama,7504,11660,19164,8674,11029,19703
2007,10,Alaska,1890,3198,5088,1676,2520,4196
2007,10,Arizona,5964,6586,12550,6919,6619,13537
2007,10,Arkansas,3454,9853,13307,4030,7436,11465
2007,10,California,16775,16544,33319,18466,18291,36757
2007,10,Colorado,9343,14182,23526,10220,12712,22932
2007,10,Connecticut,3321,3511,6832,3295,2910,6205
2007,10,Delaware,573,997,1570,613,823,1436
2007,10,District of Columbia,3,0,3,1,,1
2007,10,Florida,21377,17370,38748,22242,16386,38628
2007,10,Georgia,6716,12518,19234,7574,10344,17918
2007,10,Guam,19,37,56,22,30,52
2007,10,Hawaii,0,0,0,,,
2007,10,Idaho,1718,5332,7050,1948,4360,6308
2007,10,Illinois,6364,10838,17202,6427,9374,15801
2007,10,Indiana,6358,11162,17520,6897,9485,16382
2007,10,Iowa,19,5790,5809,23,4043,4067
2007,10,Kansas,3824,7261,11085,3894,5821,9715
2007,10,Kentucky,6882,12361,19242,7763,10397,18160
2007,10,Louisiana,7036,15054,22089,7629,10521,18150
2007,10,Maine,1689,6560,8249,1572,3291,4862
2007,10,Mariana Islands,0,0,0,,,
2007,10,Maryland,2144,5054,7198,2417,4042,6459
2007,10,Massachusetts,2011,1977,3988,2156,1657,3813
2007,10,Michigan,2157,17489,19646,2299,12967,15267
2007,10,Minnesota,3940,20643,24583,4046,11549,15595
2007,10,Mississippi,3926,10691,14617,4427,8934,13362
2007,10,Missouri,11167,17796,28963,11820,13385,25205
2007,10,Montana,1796,7373,9170,1938,4855,6792
2007,10,Nebraska,0,4030,4030,2,2757,2760
2007,10,Nevada,2562,2348,4910,2666,2377,5043
2007,10,New Hampshire,1747,3224,4971,1743,2291,4034
2007,10,New Jersey,1482,2214,3696,1574,1853,3427
2007,10,New Mexico,3160,4225,7385,3300,4035,7335
2007,10,New York,3612,17157,20769,3737,12152,15888
2007,10,North Carolina,328,14432,14760,360,12651,13011
2007,10,North Dakota,595,5665,6260,650,2981,3631
2007,10,Ohio,11118,18472,29590,12049,16629,28679
2007,10,Oklahoma,6351,9875,16226,7033,8597,15629
2007,10,Oregon,5137,9119,14256,5929,8932,14861
2007,10,Pennsylvania,238,57328,57565,252,51979,52231
2007,10,Puerto Rico,688,156,844,640,157,797
2007,10,Rhode Island,502,587,1089,500,517,1016
2007,10,South Carolina,4364,6548,10912,5171,5834,11006
2007,10,South Dakota,927,7291,8218,1051,3996,5047
2007,10,Tennessee,10263,12951,23214,11351,11743,23094
2007,10,Texas,21513,36777,58290,23687,32560,56247
2007,10,United States,241118,525262,766380,263270,437308,700579
2007,10,Utah,2321,5699,8020,2876,5263,8139
2007,10,Vermont,613,1892,2505,640,1236,1876
2007,10,Virgin Islands,23,2,25,,,
2007,10,Virginia,9649,13303,22953,10426,11473,21900
2007,10,Washington,7938,10952,18889,8286,9389,17675
2007,10,West Virginia,3132,8570,11702,3440,6273,9713
2007,10,Wisconsin,3970,18148,22118,3873,12100,15973
2007,10,Wyoming,919,2458,3377,1139,2290,3428
2007,11,Alabama,8327,18308,26635,8791,11072,19863
2007,11,Alaska,1691,2666,4357,1916,2721,4637
2007,11,Arizona,6136,7207,13343,7144,6731,13875
2007,11,Arkansas,3533,13006,16540,3973,7305,11278
2007,11,California,17600,19664,37264,19502,18716,38218
2007,11,Colorado,9260,14344,23604,9918,12587,22505
2007,11,Connecticut,3146,3887,7033,3304,3133,6438
2007,11,Delaware,528,1376,1904,564,862,1426
2007,11,District of Columbia,0,0,0,1,,1
2007,11,Florida,21683,20764,42447,22466,16183,38649
2007,11,Georgia,7187,15137,22324,8348,10303,18651
2007,11,Guam,13,34,47,12,35,47
2007,11,Hawaii,0,0,0,,,
2007,11,Idaho,1784,5135,6919,2036,4814,6850
2007,11,Illinois,6284,13019,19303,6442,9119,15561
2007,11,Indiana,7451,16297,23748,7749,10194,17943
2007,11,Iowa,43,7547,7590,39,4032,4071
2007,11,Kansas,3630,9382,13012,3868,5865,9732
2007,11,Kentucky,7286,15043,22329,7841,10110,17951
2007,11,Louisiana,6420,18116,24536,7271,10921,18192
2007,11,Maine,1255,3982,5237,1447,3170,4616
2007,11,Mariana Islands,0,0,0,,,
2007,11,Maryland,1946,6656,8602,2019,4062,6081
2007,11,Massachusetts,2001,2125,4126,2161,1634,3796
2007,11,Michigan,2096,21154,23250,2311,13095,15406
2007,11,Minnesota,3431,12308,15739,4229,10938,15168
2007,11,Mississippi,3894,18116,22010,4306,8724,13030
2007,11,Missouri,9518,17942,27460,10867,12888,23755
2007,11,Montana,1630,4579,6210,2086,4788,6874
2007,11,Nebraska,0,4485,4485,0,2686,2686
2007,11,Nevada,2526,3058,5584,2734,2669,5404
2007,11,New Hampshire,1709,2860,4569,1750,2353,4103
2007,11,New Jersey,1401,2801,4202,1571,1917,3488
2007,11,New Mexico,3003,4702,7706,3375,4268,7643
2007,11,New York,3292,17733,21025,3691,12098,15789
2007,11,North Carolina,352,20348,20700,362,13375,13737
2007,11,North Dakota,527,3652,4179,602,2945,3548
2007,11,Ohio,12019,26365,38383,12465,16460,28926
2007,11,Oklahoma,5671,11664,17335,6302,8313,14615
2007,11,Oregon,5809,9820,15629,6212,9364,15576
2007,11,Pennsylvania,158,61206,61365,120,49204,49325
2007,11,Puerto Rico,569,117,685,578,140,719
2007,11,Rhode Island,468,641,1109,487,525,1012
2007,11,South Carolina,4459,8957,13417,4633,5797,10430
2007,11,South Dakota,858,5139,5997,1030,3766,4796
2007,11,Tennessee,10698,17498,28195,11190,11815,23005
2007,11,Texas,22375,42812,65187,23525,32915,56440
2007,11,United States,242538,599666,842204,262837,439138,701975
2007,11,Utah,2916,6876,9792,2904,5247,8151
2007,11,Vermont,524,1654,2178,663,1188,1851
2007,11,Virgin Islands,25,2,28,,,
2007,11,Virginia,9911,17707,27618,10513,11657,22170
2007,11,Washington,7591,10734,18325,8248,10277,18525
2007,11,West Virginia,3095,10913,14008,3422,6247,9669
2007,11,Wisconsin,3747,17643,21390,3942,11990,15933
2007,11,Wyoming,1062,2485,3546,1177,2303,3480
2007,12,Alabama,12472,26018,38490,8900,11093,19992
2007,12,Alaska,2558,3665,6223,2090,2722,4811
2007,12,Arizona,8810,10671,19481,6897,6460,13357
2007,12,Arkansas,5487,15605,21091,4079,7580,11659
2007,12,California,20107,22416,42523,18194,16987,35181
2007,12,Colorado,12408,18131,30539,10873,12880,23753
2007,12,Connecticut,3467,3996,7464,3095,2985,6081
2007,12,Delaware,686,1689,2375,572,906,1479
2007,12,District of Columbia,1,0,1,0,,0
2007,12,Florida,27082,28096,55178,23143,15989,39132
2007,12,Georgia,11826,24555,36381,8546,10130,18676
2007,12,Guam,11,29,40,9,23,32
2007,12,Hawaii,0,0,0,,,
2007,12,Idaho,2737,7376,10112,2051,4478,6529
2007,12,Illinois,7768,13804,21572,6710,9214,15924
2007,12,Indiana,9112,16009,25122,7743,9524,17267
2007,12,Iowa,29,7011,7040,21,3795,3816
2007,12,Kansas,4606,9853,14458,3838,5474,9312
2007,12,Kentucky,11125,20006,31131,7810,10225,18035
2007,12,Louisiana,9700,24974,34674,7423,10808,18231
2007,12,Maine,1364,3527,4891,1293,2846,4140
2007,12,Mariana Islands,0,0,0,,,
2007,12,Maryland,2307,6576,8882,2366,3988,6354
2007,12,Massachusetts,2229,1917,4146,2063,1592,3655
2007,12,Michigan,2646,18890,21536,2325,12847,15173
2007,12,Minnesota,4850,12739,17589,4544,11261,15805
2007,12,Mississippi,5881,22279,28160,4408,8701,13109
2007,12,Missouri,13439,21824,35263,11145,12980,24125
2007,12,Montana,2466,6641,9107,2050,4901,6951
2007,12,Nebraska,2,5252,5255,0,2668,2668
2007,12,Nevada,3763,4398,8161,2962,2685,5647
2007,12,New Hampshire,1822,2663,4485,1696,2158,3853
2007,12,New Jersey,1438,2631,4069,1535,1857,3392
2007,12,New Mexico,4135,6862,10997,3362,4171,7533
2007,12,New York,3651,16203,19854,3666,11907,15573
2007,12,North Carolina,411,27547,27959,355,12827,13182
2007,12,North Dakota,748,3464,4212,653,2935,3588
2007,12,Ohio,15635,25955,41590,12657,16083,28740
2007,12,Oklahoma,8190,15302,23492,6341,8195,14536
2007,12,Oregon,7508,14772,22279,6300,9438,15737
2007,12,Pennsylvania,130,58760,58890,94,48961,49055
2007,12,Puerto Rico,678,139,816,612,143,755
2007,12,Rhode Island,503,648,1151,486,526,1012
2007,12,South Carolina,6833,13358,20192,5186,5955,11141
2007,12,South Dakota,1285,5254,6538,1053,3736,4789
2007,12,Tennessee,15516,23735,39250,11574,11643,23217
2007,12,Texas,35190,65988,101178,25255,33186,58442
2007,12,United States,330285,716563,1046848,267511,430194,697705
2007,12,Utah,4049,10484,14533,2664,5077,7741
2007,12,Vermont,576,1395,1971,588,1201,1790
2007,12,Virgin Islands,33,4,37,,,
2007,12,Virginia,13112,21156,34268,10737,11730,22467
2007,12,Washington,9134,14137,23272,7919,9534,17453
2007,12,West Virginia,4702,11014,15717,3475,6346,9821
2007,12,Wisconsin,4596,13438,18033,4012,11889,15902
2007,12,Wyoming,1474,3707,5181,1058,2266,3325
2008,01,Alabama,10745,10582,21327,9459,11131,20590
2008,01,Alaska,1627,1812,3439,1972,2684,4656
2008,01,Arizona,7129,6014,13143,6922,6322,13244
2008,01,Arkansas,4379,6563,10942,3960,7432,11392
2008,01,California,19276,16588,35864,19234,17583,36818
2008,01,Colorado,10706,11180,21887,10769,12371,23140
2008,01,Connecticut,3678,3363,7041,3379,3281,6660
2008,01,Delaware,604,784,1388,559,894,1453
2008,01,District of Columbia,1,0,1,1,,1
2008,01,Florida,24962,16816,41778,23760,16538,40299
2008,01,Georgia,9855,9423,19278,8837,10027,18864
2008,01,Guam,13,16,30,12,17,30
2008,01,Hawaii,0,0,0,,,
2008,01,Idaho,1883,3395,5278,1999,4323,6322
2008,01,Illinois,7384,8778,16162,6990,9233,16223
2008,01,Indiana,9273,9518,18791,7870,9950,17820
2008,01,Iowa,34,3289,3323,28,3933,3961
2008,01,Kansas,4569,5262,9832,3966,5512,9478
2008,01,Kentucky,8716,9577,18293,7891,10455,18346
2008,01,Louisiana,8111,9419,17531,7680,10873,18553
2008,01,Maine,1559,2032,3590,1666,2911,4577
2008,01,Mariana Islands,0,0,0,,,
2008,01,Maryland,2496,3575,6071,2366,4040,6406
2008,01,Massachusetts,2360,1716,4076,2174,1700,3875
2008,01,Michigan,2539,10259,12797,2374,12833,15207
2008,01,Minnesota,4785,7301,12086,4731,10868,15599
2008,01,Mississippi,5246,9058,14304,4775,9949,14724
2008,01,Missouri,12319,12264,24583,11557,13473,25030
2008,01,Montana,1628,3079,4707,1920,4382,6303
2008,01,Nebraska,8,2167,2175,8,2605,2612
2008,01,Nevada,2774,2268,5042,2785,2460,5245
2008,01,New Hampshire,1989,1980,3969,1872,2308,4180
2008,01,New Jersey,1608,1804,3412,1657,1894,3551
2008,01,New Mexico,3256,3642,6898,3360,3937,7296
2008,01,New York,4239,10447,14686,3827,12276,16103
2008,01,North Carolina,413,12114,12527,354,12909,13262
2008,01,North Dakota,812,2225,3037,786,2869,3654
2008,01,Ohio,14268,15660,29928,13228,17506,30735
2008,01,Oklahoma,7467,7777,15244,6912,8160,15073
2008,01,Oregon,6290,7609,13898,6287,9164,15451
2008,01,Pennsylvania,106,48943,49049,109,50615,50724
2008,01,Puerto Rico,574,127,701,569,148,718
2008,01,Rhode Island,572,549,1121,538,545,1083
2008,01,South Carolina,5860,5440,11299,5286,5954,11240
2008,01,South Dakota,1297,2895,4192,1194,3638,4832
2008,01,Tennessee,12775,10603,23378,11551,11347,22898
2008,01,Texas,27964,30553,58517,25704,33491,59195
2008,01,United States,290629,388044,678672,273737,431845,705582
2008,01,Utah,2784,4225,7009,2781,4962,7743
2008,01,Vermont,647,821,1467,694,1211,1905
2008,01,Virgin Islands,35,2,37,,,
2008,01,Virginia,11194,10608,21802,10709,11490,22199
2008,01,Washington,8763,8367,17129,8426,9523,17949
2008,01,West Virginia,3967,5508,9474,3786,6597,10383
2008,01,Wisconsin,4048,8332,12380,4264,11460,15724
2008,01,Wyoming,1042,1717,2759,1142,2160,3302
2008,02,Alabama,11790,13686,25476,9112,14575,23687
2008,02,Alaska,1872,2098,3970,1951,2612,4563
2008,02,Arizona,8853,6962,15815,6972,6581,13552
2008,02,Arkansas,6178,7438,13616,4202,7680,11882
2008,02,California,19462,17526,36989,18689,17673,36362
2008,02,Colorado,12582,12878,25460,11583,13172,24755
2008,02,Connecticut,3441,3069,6510,3028,3088,6116
2008,02,Delaware,745,826,1571,637,947,1583
2008,02,District of Columbia,1,57,58,0,,0
2008,02,Florida,27207,16954,44162,24049,16643,40692
2008,02,Georgia,12091,10281,22372,8584,10157,18741
2008,02,Guam,14,25,40,13,24,38
2008,02,Hawaii,0,0,0,,,
2008,02,Idaho,2446,4192,6638,2034,4356,6389
2008,02,Illinois,8455,9254,17709,7212,9174,16386
2008,02,Indiana,10014,10185,20199,7810,10356,18166
2008,02,Iowa,36,3506,3542,30,3917,3947
2008,02,Kansas,5236,5288,10524,4125,5589,9714
2008,02,Kentucky,10532,11190,21723,7612,10289,17901
2008,02,Louisiana,9596,8327,17923,7875,10964,18839
2008,02,Maine,1588,2291,3880,1489,3072,4561
2008,02,Mariana Islands,0,0,0,,,
2008,02,Maryland,2972,4205,7178,2602,4343,6945
2008,02,Massachusetts,2258,1528,3786,2081,1657,3739
2008,02,Michigan,2593,11398,13991,2274,12778,15052
2008,02,Minnesota,5369,9048,14417,4843,11536,16378
2008,02,Mississippi,6729,7173,13902,4657,8467,13124
2008,02,Missouri,14825,13899,28723,11944,13591,25535
2008,02,Montana,2202,3869,6071,2043,4609,6651
2008,02,Nebraska,19,2298,2317,14,2794,2808
2008,02,Nevada,3735,2783,6518,3423,2799,6222
2008,02,New Hampshire,1988,1905,3893,1881,2220,4101
2008,02,New Jersey,1695,1671,3366,1635,1887,3522
2008,02,New Mexico,4193,4595,8788,3490,4240,7730
2008,02,New York,4194,11055,15249,3942,12633,16575
2008,02,North Carolina,576,13385,13961,376,13179,13556
2008,02,North Dakota,827,2202,3029,694,2915,3608
2008,02,Ohio,16797,13769,30566,12972,14401,27373
2008,02,Oklahoma,9347,8877,18224,7131,8556,15688
2008,02,Oregon,6783,9020,15803,5987,9041,15028
2008,02,Pennsylvania,107,51070,51176,102,51334,51436
2008,02,Puerto Rico,509,113,623,546,132,679
2008,02,Rhode Island,590,585,1175,532,573,1105
2008,02,South Carolina,8315,5936,14251,5628,6012,11640
2008,02,South Dakota,1569,3242,4810,1240,3778,5018
2008,02,Tennessee,15787,12499,28286,11835,11866,23701
2008,02,Texas,32289,30217,62506,26059,33609,59668
2008,02,United States,338987,419703,758690,279471,437388,716858
2008,02,Utah,3109,4704,7812,2615,4913,7528
2008,02,Vermont,884,1283,2167,676,1278,1954
2008,02,Virgin Islands,14,1,15,,,
2008,02,Virginia,15062,11945,27007,11875,12444,24319
2008,02,Washington,9812,9825,19637,8303,9746,18049
2008,02,West Virginia,4998,6299,11297,3896,6686,10582
2008,02,Wisconsin,5339,11235,16575,4438,12061,16500
2008,02,Wyoming,1360,2037,3397,1199,2153,3352
2008,03,Alabama,11462,12475,23937,9877,14220,24096
2008,03,Alaska,2088,2553,4641,1908,2620,4528
2008,03,Arizona,8030,6306,14336,6938,6224,13162
2008,03,Arkansas,4717,5699,10416,3758,6782,10540
2008,03,California,23155,21734,44889,18795,18208,37003
